1,3,70,./img/Art/,13.0077
1,5,70,./img/Art/,22.6507
1,7,70,./img/Art/,41.6046
1,9,70,./img/Art/,66.5558
1,11,70,./img/Art/,100.871
2,3,70,./img/Art/,3.27325
2,5,70,./img/Art/,6.15611
2,7,70,./img/Art/,11.2187
2,9,70,./img/Art/,17.5574
2,11,70,./img/Art/,26.568
4,3,70,./img/Art/,0.961142
4,5,70,./img/Art/,1.82815
4,7,70,./img/Art/,3.26003
4,9,70,./img/Art/,5.02932
4,11,70,./img/Art/,7.4472
8,3,70,./img/Art/,0.560166
8,5,70,./img/Art/,1.11436
8,7,70,./img/Art/,1.90794
8,9,70,./img/Art/,2.99476
8,11,70,./img/Art/,4.53027
16,3,70,./img/Art/,0.634877
16,5,70,./img/Art/,1.1948
16,7,70,./img/Art/,2.03412
16,9,70,./img/Art/,3.08459
16,11,70,./img/Art/,4.67531
32,3,70,./img/Art/,0.751293
32,5,70,./img/Art/,1.41923
32,7,70,./img/Art/,2.40672
32,9,70,./img/Art/,3.99087
32,11,70,./img/Art/,5.94768
1,3,270,./img/Motorcycle/,1099.4
1,5,270,./img/Motorcycle/,1837.13
1,7,270,./img/Motorcycle/,3228.18
1,9,270,./img/Motorcycle/,5026.13
1,11,270,./img/Motorcycle/,7551.84
2,3,270,./img/Motorcycle/,297.942
2,5,270,./img/Motorcycle/,501.108
2,7,270,./img/Motorcycle/,879.384
2,9,270,./img/Motorcycle/,1344.35
2,11,270,./img/Motorcycle/,1995.18
4,3,270,./img/Motorcycle/,83.3947
4,5,270,./img/Motorcycle/,144.616
4,7,270,./img/Motorcycle/,248.365
4,9,270,./img/Motorcycle/,379.803
4,11,270,./img/Motorcycle/,549.04
8,3,270,./img/Motorcycle/,45.0151
8,5,270,./img/Motorcycle/,77.3945
8,7,270,./img/Motorcycle/,136.688
8,9,270,./img/Motorcycle/,218.543
8,11,270,./img/Motorcycle/,324.753
16,3,270,./img/Motorcycle/,46.5801
16,5,270,./img/Motorcycle/,80.5033
16,7,270,./img/Motorcycle/,138.344
16,9,270,./img/Motorcycle/,209.979
16,11,270,./img/Motorcycle/,307.379
32,3,270,./img/Motorcycle/,51.3048
32,5,270,./img/Motorcycle/,88.3681
32,7,270,./img/Motorcycle/,152.976
32,9,270,./img/Motorcycle/,233.027
32,11,270,./img/Motorcycle/,340.248
